response_id,main_branch,age,remote_work,ed_level,years_code,years_code_pro,dev_type,org_size,purchase_influence,buildvs_buy,country,currency,comp_total,so_visit_freq,so_account,so_part_freq,so_comm,ai_select,ai_sent,ai_acc,ai_complex,ai_threat,survey_length,survey_ease,converted_comp_yearly,r_used,r_want_to_use,main_branch_label,age_label,remote_work_label,ed_level_label,dev_type_label,org_size_label,purchase_influence_label,buildvs_buy_label,so_visit_freq_label,so_account_label,so_part_freq_label,so_comm_label,ai_select_label,ai_sent_label,ai_acc_label,ai_complex_label,ai_threat_label,survey_length_label,survey_ease_label
17760,1,2,3,2,12,10,16,8,3,2,United States of America,"USD	United States dollar",225000.00,3,3,5,6,3,2,3,3,1,1,2,225000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",500 to 999 employees,I have some influence,Is set up to be customized and needs to be engineered into a usable product,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,Indifferent,Neither trust nor distrust,Neither good or bad at handling complex tasks,I'm not sure,Appropriate in length,Easy
17763,1,5,1,3,38,36,12,6,1,1,United States of America,"USD	United States dollar",200000.00,1,3,5,6,3,5,5,2,2,NA,NA,200000.00,0,NA,I am a developer by profession,55-64 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",20 to 99 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,NA,NA
17767,1,3,3,3,30,20,32,2,1,1,United States of America,"USD	United States dollar",225000.00,2,2,NA,1,3,5,3,3,1,2,2,225000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Senior Executive (C-Suite, VP, etc.)",10 to 19 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Not sure/can't remember,NA,Neutral,Yes,Very favorable,Neither trust nor distrust,Neither good or bad at handling complex tasks,I'm not sure,Too long,Easy
17781,1,3,1,3,13,6,16,3,2,1,United States of America,"USD	United States dollar",134000.00,5,1,NA,6,2,1,NA,NA,2,1,3,134000.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","10,000 or more employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,No,NA,"Yes, somewhat","No, but I plan to soon",Favorable,NA,NA,No,Appropriate in length,Neither easy nor difficult
17784,1,5,3,2,42,38,13,3,2,1,United States of America,"USD	United States dollar",230000.00,1,3,1,3,1,NA,NA,NA,NA,1,3,230000.00,0,0,I am a developer by profession,55-64 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications","10,000 or more employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,A few times per month or weekly,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
17788,1,2,1,2,16,11,16,3,2,2,United States of America,"USD	United States dollar",135000.00,1,3,5,1,1,NA,NA,NA,NA,1,3,135000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","10,000 or more employees",I have little or no influence,Is set up to be customized and needs to be engineered into a usable product,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
17791,1,2,3,2,14,7,4,1,3,1,United States of America,"USD	United States dollar",151000.00,1,3,5,1,3,5,5,1,1,2,3,151000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,"1,000 to 4,999 employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,Yes,Very favorable,Somewhat trust,Bad at handling complex tasks,I'm not sure,Too long,Neither easy nor difficult
17796,1,2,1,7,16,9,10,3,3,3,United States of America,"USD	United States dollar",155000.00,2,1,NA,3,3,1,3,1,2,3,2,155000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,Developer Experience,"10,000 or more employees",I have some influence,Out-of-the-box is ready to go with little need for customization,A few times per week,No,NA,"No, not really",Yes,Favorable,Neither trust nor distrust,Bad at handling complex tasks,No,Too short,Easy
17800,1,4,3,5,40,24,6,3,2,NA,United States of America,"USD	United States dollar",118651.00,3,3,1,5,1,NA,NA,NA,NA,1,2,118651.00,1,1,I am a developer by profession,45-54 years old,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Data scientist or machine learning specialist,"10,000 or more employees",I have little or no influence,NA,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
17802,1,1,1,2,15,2,15,1,2,1,United States of America,"USD	United States dollar",90000.00,2,3,5,3,2,2,NA,NA,2,1,3,90000.00,0,0,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","1,000 to 4,999 employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"No, not really","No, but I plan to soon",Indifferent,NA,NA,No,Appropriate in length,Neither easy nor difficult
17806,1,3,1,2,6,2,16,5,2,1,United States of America,"USD	United States dollar",56000.00,2,3,4,3,3,1,3,3,1,1,2,56000.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",2 to 9 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,Favorable,Neither trust nor distrust,Neither good or bad at handling complex tasks,I'm not sure,Appropriate in length,Easy
17812,1,4,3,2,30,26,16,7,2,NA,United States of America,"USD	United States dollar",175000.00,2,3,5,1,3,1,5,3,3,1,3,175000.00,0,0,I am a developer by profession,45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","5,000 to 9,999 employees",I have little or no influence,NA,A few times per week,Yes,Less than once per month or monthly,Neutral,Yes,Favorable,Somewhat trust,Neither good or bad at handling complex tasks,Yes,Appropriate in length,Neither easy nor difficult
17818,1,3,3,2,28,22,16,4,3,NA,United States of America,"USD	United States dollar",165000.00,3,3,2,6,3,3,4,1,2,1,2,165000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,I have some influence,NA,Daily or almost daily,Yes,A few times per week,"Yes, somewhat",Yes,Unfavorable,Somewhat distrust,Bad at handling complex tasks,No,Appropriate in length,Easy
17822,1,4,3,3,27,27,32,6,1,3,United States of America,"USD	United States dollar",189000.00,5,3,3,5,3,1,5,2,1,2,3,189000.00,0,1,I am a developer by profession,45-54 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,I have a great deal of influence,Out-of-the-box is ready to go with little need for customization,Multiple times per day,Yes,Daily or almost daily,"Yes, definitely",Yes,Favorable,Somewhat trust,"Good, but not great at handling complex tasks",I'm not sure,Too long,Neither easy nor difficult
17823,1,3,3,2,8,7,16,6,2,1,United States of America,"USD	United States dollar",145000.00,2,3,5,1,3,1,5,2,1,1,2,145000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",20 to 99 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,Neutral,Yes,Favorable,Somewhat trust,"Good, but not great at handling complex tasks",I'm not sure,Appropriate in length,Easy
17825,1,1,1,2,9,4,16,8,3,3,United States of America,"USD	United States dollar",57500.00,5,1,NA,3,1,NA,NA,NA,NA,1,2,57500.00,0,0,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",500 to 999 employees,I have some influence,Out-of-the-box is ready to go with little need for customization,Multiple times per day,No,NA,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
17837,1,3,3,2,30,23,32,2,1,2,United States of America,"USD	United States dollar",190000.00,2,3,4,3,3,5,5,1,2,1,2,190000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Senior Executive (C-Suite, VP, etc.)",10 to 19 employees,I have a great deal of influence,Is set up to be customized and needs to be engineered into a usable product,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,Very favorable,Somewhat trust,Bad at handling complex tasks,No,Appropriate in length,Easy
17839,1,2,3,2,7,4,16,2,1,1,United States of America,"USD	United States dollar",180000.00,2,3,4,3,3,5,3,1,1,1,2,180000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",10 to 19 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,Very favorable,Neither trust nor distrust,Bad at handling complex tasks,I'm not sure,Appropriate in length,Easy
17845,1,3,1,2,11,10,16,4,2,3,United States of America,"USD	United States dollar",150000.00,2,3,2,6,3,3,4,4,2,2,3,150000.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,I have little or no influence,Out-of-the-box is ready to go with little need for customization,A few times per week,Yes,A few times per week,"Yes, somewhat",Yes,Unfavorable,Somewhat distrust,Very poor at handling complex tasks,No,Too long,Neither easy nor difficult
17850,1,4,3,2,22,22,4,8,2,1,United States of America,"USD	United States dollar",148000.00,1,3,5,2,3,6,1,4,3,1,3,148000.00,0,0,I am a developer by profession,45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,500 to 999 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not at all",Yes,Very unfavorable,Highly distrust,Very poor at handling complex tasks,Yes,Appropriate in length,Neither easy nor difficult
17859,1,3,3,2,24,20,13,10,1,3,United States of America,"USD	United States dollar",300000.00,1,3,5,6,1,NA,NA,NA,NA,1,3,300000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications","Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Out-of-the-box is ready to go with little need for customization,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
17860,1,5,3,2,26,24,12,4,2,1,United States of America,"USD	United States dollar",99000.00,2,1,NA,2,3,2,3,3,3,1,3,99000.00,0,0,I am a developer by profession,55-64 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",100 to 499 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,No,NA,"No, not at all",Yes,Indifferent,Neither trust nor distrust,Neither good or bad at handling complex tasks,Yes,Appropriate in length,Neither easy nor difficult
17868,1,2,1,2,11,10,18,2,3,3,United States of America,"USD	United States dollar",114000.00,3,3,1,5,3,2,1,4,2,2,2,114000.00,0,NA,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile",10 to 19 employees,I have some influence,Out-of-the-box is ready to go with little need for customization,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",Yes,Indifferent,Highly distrust,Very poor at handling complex tasks,No,Too long,Easy
17871,1,2,2,2,10,5,20,6,2,2,United States of America,"USD	United States dollar",70000.00,5,1,NA,6,1,NA,NA,NA,NA,1,2,70000.00,0,0,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",DevOps specialist,20 to 99 employees,I have little or no influence,Is set up to be customized and needs to be engineered into a usable product,Multiple times per day,No,NA,"Yes, somewhat","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
17875,1,1,2,2,9,2,16,4,3,2,United States of America,"USD	United States dollar",90000.00,5,1,NA,3,1,NA,NA,NA,NA,NA,NA,90000.00,0,0,I am a developer by profession,18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,I have some influence,Is set up to be customized and needs to be engineered into a usable product,Multiple times per day,No,NA,"No, not really","No, and I don't plan to",NA,NA,NA,NA,NA,NA
17882,1,3,1,3,26,15,14,3,3,1,United States of America,"USD	United States dollar",110000.00,3,3,2,5,1,NA,NA,NA,NA,1,3,110000.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, embedded applications or devices","10,000 or more employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,A few times per week,"Yes, definitely","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
17885,1,3,3,2,28,15,16,4,2,3,United States of America,"USD	United States dollar",62000.00,1,1,NA,2,1,NA,NA,NA,NA,1,3,62000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,I have little or no influence,Out-of-the-box is ready to go with little need for customization,A few times per month or weekly,No,NA,"No, not at all","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
17893,1,3,2,2,12,6,10,4,1,2,United States of America,"USD	United States dollar",83081.00,3,2,NA,4,3,5,4,3,2,2,3,83081.00,0,0,I am a developer by profession,35-44 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Developer Experience,100 to 499 employees,I have a great deal of influence,Is set up to be customized and needs to be engineered into a usable product,Daily or almost daily,Not sure/can't remember,NA,Not sure,Yes,Very favorable,Somewhat distrust,Neither good or bad at handling complex tasks,No,Too long,Neither easy nor difficult
17894,1,3,1,7,9,9,31,9,2,3,United States of America,"USD	United States dollar",120000.00,1,1,NA,2,3,5,5,5,2,2,3,120000.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,Security professional,I don’t know,I have little or no influence,Out-of-the-box is ready to go with little need for customization,A few times per month or weekly,No,NA,"No, not at all",Yes,Very favorable,Somewhat trust,Very well at handling complex tasks,No,Too long,Neither easy nor difficult
17898,1,5,3,2,28,28,16,10,3,2,United States of America,"USD	United States dollar",98000.00,3,3,5,5,3,5,3,3,2,1,3,98000.00,0,0,I am a developer by profession,55-64 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",I have some influence,Is set up to be customized and needs to be engineered into a usable product,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, definitely",Yes,Very favorable,Neither trust nor distrust,Neither good or bad at handling complex tasks,No,Appropriate in length,Neither easy nor difficult
17904,1,3,3,3,24,18,12,4,2,1,United States of America,"USD	United States dollar",126000.00,1,3,5,1,3,1,5,2,2,1,2,126000.00,0,NA,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end",100 to 499 employees,I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,Yes,Favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,Appropriate in length,Easy
17914,1,2,1,2,14,9,4,3,2,2,United States of America,"USD	United States dollar",250000.00,5,3,4,1,3,1,5,2,2,1,2,250000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,"10,000 or more employees",I have little or no influence,Is set up to be customized and needs to be engineered into a usable product,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,Favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,Appropriate in length,Easy
17915,1,3,1,2,20,8,12,3,2,1,United States of America,"USD	United States dollar",250000.00,1,3,5,3,1,NA,NA,NA,NA,1,3,250000.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","10,000 or more employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult
17925,1,2,2,2,6,4,13,7,2,1,United States of America,"USD	United States dollar",91000.00,2,3,5,3,3,1,5,2,2,1,2,91000.00,0,0,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications","5,000 to 9,999 employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"No, not really",Yes,Favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,Appropriate in length,Easy
17926,1,6,1,2,51,46,12,6,1,2,United States of America,"USD	United States dollar",168000.00,3,3,5,6,2,2,NA,NA,2,1,3,168000.00,0,0,I am a developer by profession,65 years or older,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end",20 to 99 employees,I have a great deal of influence,Is set up to be customized and needs to be engineered into a usable product,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat","No, but I plan to soon",Indifferent,NA,NA,No,Appropriate in length,Neither easy nor difficult
17932,1,1,2,7,3,1,33,5,1,1,United States of America,"USD	United States dollar",50000.00,3,3,4,3,3,1,3,1,2,1,2,50000.00,0,0,I am a developer by profession,18-24 years old,In-person,Some college/university study without earning a degree,Student,2 to 9 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,Favorable,Neither trust nor distrust,Bad at handling complex tasks,No,Appropriate in length,Easy
17933,1,1,1,2,9,1,16,3,2,3,United States of America,"USD	United States dollar",85000.00,2,3,4,3,2,4,NA,NA,3,1,2,85000.00,0,0,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","10,000 or more employees",I have little or no influence,Out-of-the-box is ready to go with little need for customization,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really","No, but I plan to soon",Unsure,NA,NA,Yes,Appropriate in length,Easy
17937,1,2,3,7,11,8,16,4,3,1,United States of America,"USD	United States dollar",56000.00,3,3,5,3,3,1,4,4,2,2,2,56000.00,0,0,I am a developer by profession,25-34 years old,Remote,Some college/university study without earning a degree,"Developer, full-stack",100 to 499 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",Yes,Favorable,Somewhat distrust,Very poor at handling complex tasks,No,Too long,Easy
17939,1,4,3,7,32,27,13,5,3,1,United States of America,"USD	United States dollar",100000.00,3,3,1,6,3,2,3,1,1,1,3,100000.00,0,0,I am a developer by profession,45-54 years old,Remote,Some college/university study without earning a degree,"Developer, desktop or enterprise applications",2 to 9 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",Yes,Indifferent,Neither trust nor distrust,Bad at handling complex tasks,I'm not sure,Appropriate in length,Neither easy nor difficult
17949,1,4,3,2,44,34,4,4,3,1,United States of America,"USD	United States dollar",250000.00,4,1,NA,3,1,NA,NA,NA,NA,1,2,250000.00,0,0,I am a developer by profession,45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Data engineer,100 to 499 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,Less than once per month or monthly,No,NA,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
17951,1,2,3,2,16,12,9,4,1,1,United States of America,"USD	United States dollar",300000.00,3,3,5,6,3,2,4,1,2,1,2,300000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Developer Advocate,100 to 499 employees,I have a great deal of influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,Indifferent,Somewhat distrust,Bad at handling complex tasks,No,Appropriate in length,Easy
17954,1,2,1,2,14,10,3,1,3,1,United States of America,"USD	United States dollar",155000.00,2,3,5,6,3,1,5,2,3,1,2,155000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Cloud infrastructure engineer,"1,000 to 4,999 employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,Favorable,Somewhat trust,"Good, but not great at handling complex tasks",Yes,Appropriate in length,Easy
17956,1,4,3,2,25,25,16,7,3,1,United States of America,"USD	United States dollar",128000.00,2,3,5,1,1,NA,NA,NA,NA,2,3,128000.00,0,NA,I am a developer by profession,45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","5,000 to 9,999 employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,Less than once per month or monthly,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Too long,Neither easy nor difficult
17959,3,3,1,5,20,10,29,1,2,2,United States of America,"USD	United States dollar",150000.00,1,3,5,1,1,NA,NA,NA,NA,1,2,150000.00,1,0,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Research & Development role,"1,000 to 4,999 employees",I have little or no influence,Is set up to be customized and needs to be engineered into a usable product,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,"No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
17960,1,3,3,7,19,12,16,1,3,1,United States of America,"USD	United States dollar",194350.00,1,1,NA,2,1,NA,NA,NA,NA,1,2,194350.00,0,0,I am a developer by profession,35-44 years old,Remote,Some college/university study without earning a degree,"Developer, full-stack","1,000 to 4,999 employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,No,NA,"No, not at all","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
17977,1,1,1,2,7,6,24,3,2,1,United States of America,"USD	United States dollar",114000.00,1,3,4,1,3,1,5,5,1,1,3,114000.00,0,0,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Hardware Engineer,"10,000 or more employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,Favorable,Somewhat trust,Very well at handling complex tasks,I'm not sure,Appropriate in length,Neither easy nor difficult
17979,1,3,3,3,24,13,22,8,3,3,United States of America,"USD	United States dollar",270000.00,2,3,5,5,1,NA,NA,NA,NA,1,2,270000.00,0,0,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Engineer, site reliability",500 to 999 employees,I have some influence,Out-of-the-box is ready to go with little need for customization,A few times per week,Yes,Less than once per month or monthly,"Yes, definitely","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
17980,1,2,1,6,11,11,12,6,1,3,United States of America,"USD	United States dollar",130000.00,2,3,4,2,3,5,5,2,2,1,2,130000.00,0,0,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, back-end",20 to 99 employees,I have a great deal of influence,Out-of-the-box is ready to go with little need for customization,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",Yes,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,Appropriate in length,Easy
17986,1,2,3,2,9,7,19,1,3,1,United States of America,"USD	United States dollar",159500.00,1,3,5,6,2,1,NA,NA,2,2,2,159500.00,0,0,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, QA or test","1,000 to 4,999 employees",I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat","No, but I plan to soon",Favorable,NA,NA,No,Too long,Easy
17993,1,1,2,7,5,1,22,7,2,1,United States of America,"USD	United States dollar",30000.00,5,1,NA,3,1,NA,NA,NA,NA,1,2,30000.00,0,0,I am a developer by profession,18-24 years old,In-person,Some college/university study without earning a degree,"Engineer, site reliability","5,000 to 9,999 employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Multiple times per day,No,NA,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
17995,1,5,3,2,36,30,16,3,2,1,United States of America,"USD	United States dollar",185000.00,3,3,5,3,2,4,NA,NA,3,1,2,185000.00,0,0,I am a developer by profession,55-64 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","10,000 or more employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really","No, but I plan to soon",Unsure,NA,NA,Yes,Appropriate in length,Easy
18005,1,3,1,3,18,13,14,3,2,1,United States of America,"USD	United States dollar",175000.00,1,3,4,3,1,NA,NA,NA,NA,2,1,175000.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, embedded applications or devices","10,000 or more employees",I have little or no influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, not really","No, and I don't plan to",NA,NA,NA,NA,Too long,Difficult
18011,1,2,3,6,15,2,17,10,1,2,United States of America,"USD	United States dollar",40000.00,3,3,4,2,1,NA,NA,NA,NA,1,2,40000.00,0,0,I am a developer by profession,25-34 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, game or graphics","Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Is set up to be customized and needs to be engineered into a usable product,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all","No, and I don't plan to",NA,NA,NA,NA,Appropriate in length,Easy
18012,1,3,1,2,22,18,16,4,3,1,United States of America,"USD	United States dollar",108500.00,2,3,4,3,3,1,5,5,2,1,3,108500.00,0,0,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack",100 to 499 employees,I have some influence,Is ready-to-go but also customizable for growth and targeted use cases,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,Favorable,Somewhat trust,Very well at handling complex tasks,No,Appropriate in length,Neither easy nor difficult
